7.642086599896494590e+04 0.000000000000000000e+00
2.292625979968947941e+05 0.000000000000000000e+00
3.821043299948246568e+05 0.000000000000000000e+00
5.349460619927545777e+05 0.000000000000000000e+00
6.877877939906844404e+05 0.000000000000000000e+00
8.406295259886143031e+05 0.000000000000000000e+00
9.934712579865441658e+05 0.000000000000000000e+00
1.146312989984473912e+06 0.000000000000000000e+00
1.299154721982403891e+06 0.000000000000000000e+00
1.451996453980333870e+06 0.000000000000000000e+00
1.604838185978263617e+06 0.000000000000000000e+00
1.757679917976193363e+06 0.000000000000000000e+00
1.910521649974123342e+06 0.000000000000000000e+00
2.063363381972053321e+06 0.000000000000000000e+00
2.216205113969982602e+06 0.000000000000000000e+00
2.369046845967912581e+06 0.000000000000000000e+00
2.521888577965842560e+06 0.000000000000000000e+00
2.674730309963772539e+06 0.000000000000000000e+00
2.827572041961702518e+06 0.000000000000000000e+00
2.980413773959632032e+06 0.000000000000000000e+00
3.133255505957562011e+06 0.000000000000000000e+00
3.286097237955491990e+06 0.000000000000000000e+00
3.438938969953421503e+06 0.000000000000000000e+00
3.591780701951351482e+06 0.000000000000000000e+00
3.744622433949281462e+06 0.000000000000000000e+00
3.897464165947211441e+06 0.000000000000000000e+00
4.050305897945141420e+06 0.000000000000000000e+00
4.203147629943070933e+06 0.000000000000000000e+00
4.355989361941000447e+06 0.000000000000000000e+00
4.508831093938930891e+06 0.000000000000000000e+00
4.661672825936860405e+06 0.000000000000000000e+00
4.814514557934790850e+06 0.000000000000000000e+00
4.967356289932720363e+06 0.000000000000000000e+00
5.120198021930649877e+06 0.000000000000000000e+00
5.273039753928580321e+06 0.000000000000000000e+00
5.425881485926509835e+06 0.000000000000000000e+00
5.578723217924440280e+06 0.000000000000000000e+00
5.731564949922369793e+06 0.000000000000000000e+00
5.884406681920299307e+06 0.000000000000000000e+00
6.037248413918229751e+06 0.000000000000000000e+00
6.190090145916159265e+06 0.000000000000000000e+00
6.342931877914088778e+06 0.000000000000000000e+00
6.495773609912019223e+06 0.000000000000000000e+00
6.648615341909948736e+06 0.000000000000000000e+00
6.801457073907878250e+06 0.000000000000000000e+00
6.954298805905808695e+06 0.000000000000000000e+00
7.107140537903738208e+06 0.000000000000000000e+00
7.259982269901668653e+06 0.000000000000000000e+00
7.412824001899598166e+06 0.000000000000000000e+00
7.565665733897527680e+06 0.000000000000000000e+00
7.718507465895458125e+06 0.000000000000000000e+00
7.871349197893387638e+06 0.000000000000000000e+00
8.024190929891318083e+06 0.000000000000000000e+00
8.177032661889247596e+06 0.000000000000000000e+00
8.329874393887177110e+06 0.000000000000000000e+00
8.482716125885106623e+06 0.000000000000000000e+00
8.635557857883036137e+06 0.000000000000000000e+00
8.788399589880967513e+06 4.607294464111328125e+01
8.941241321878897026e+06 7.736526489257812500e+01
9.094083053876826540e+06 8.745220947265625000e+01
9.246924785874756053e+06 8.989859771728515625e+01
9.399766517872685567e+06 7.919656372070312500e+01
9.552608249870616943e+06 7.686237335205078125e+01
9.705449981868546456e+06 8.591938018798828125e+01
9.858291713866475970e+06 9.188687896728515625e+01
1.001113344586440548e+07 9.462084960937500000e+01
1.016397517786233500e+07 1.064994888305664062e+02
1.031681690986026637e+07 1.145755233764648438e+02
1.046965864185819589e+07 1.157801132202148438e+02
1.062250037385612540e+07 1.260739517211914062e+02
1.077534210585405491e+07 1.326549072265625000e+02
1.092818383785198443e+07 1.344933166503906250e+02
1.108102556984991580e+07 1.451518402099609375e+02
1.123386730184784532e+07 1.521972045898437500e+02
1.138670903384577483e+07 1.552627868652343750e+02
1.153955076584370434e+07 1.638647460937500000e+02
1.169239249784163386e+07 1.733534545898437500e+02
1.184523422983956337e+07 1.730784454345703125e+02
1.199807596183749475e+07 1.818300018310546875e+02
1.215091769383542426e+07 1.879539337158203125e+02
1.230375942583335377e+07 1.898108062744140625e+02
1.245660115783128329e+07 1.961908874511718750e+02
1.260944288982921280e+07 2.058777008056640625e+02
1.276228462182714418e+07 2.073877258300781250e+02
1.291512635382507369e+07 2.140663299560546875e+02
1.306796808582300320e+07 2.233833007812500000e+02
1.322080981782093272e+07 2.224098968505859375e+02
1.337365154981886223e+07 2.292489776611328125e+02
1.352649328181679174e+07 2.350647430419921875e+02
1.367933501381472312e+07 2.375632476806640625e+02
1.383217674581265263e+07 2.403611145019531250e+02
1.398501847781058215e+07 2.489295501708984375e+02
1.413786020980851166e+07 2.484308166503906250e+02
1.429070194180644117e+07 2.516451568603515625e+02
1.444354367380437255e+07 2.613778076171875000e+02
1.459638540580230206e+07 2.654109802246093750e+02
1.474922713780023158e+07 2.716609191894531250e+02
1.490206886979816109e+07 2.813121032714843750e+02
1.505491060179609060e+07 2.860557861328125000e+02
1.520775233379402198e+07 2.901150207519531250e+02
1.536059406579195149e+07 2.994095458984375000e+02
1.551343579778988101e+07 3.038067321777343750e+02
1.566627752978781052e+07 3.076341552734375000e+02
1.581911926178574003e+07 3.180851440429687500e+02
1.597196099378367141e+07 3.250817260742187500e+02
1.612480272578160092e+07 3.280352478027343750e+02
1.627764445777953044e+07 3.392492980957031250e+02
1.643048618977745995e+07 3.435354919433593750e+02
1.658332792177538946e+07 3.448471069335937500e+02
1.673616965377331898e+07 3.542350463867187500e+02
1.688901138577124849e+07 3.583157958984375000e+02
1.704185311776917800e+07 3.601191406250000000e+02
1.719469484976710752e+07 3.702735595703125000e+02
1.734753658176504076e+07 3.764935913085937500e+02
1.750037831376297027e+07 3.779888000488281250e+02
1.765322004576089978e+07 3.862217102050781250e+02
1.780606177775882930e+07 3.896424865722656250e+02
1.795890350975675881e+07 3.913222656250000000e+02
1.811174524175468832e+07 3.983183593750000000e+02
1.826458697375261784e+07 4.029692993164062500e+02
1.841742870575054735e+07 4.026195068359375000e+02
1.857027043774847686e+07 4.109367065429687500e+02
1.872311216974640638e+07 4.170762939453125000e+02
1.887595390174433962e+07 4.173706970214843750e+02
1.902879563374226913e+07 4.252553710937500000e+02
1.918163736574019864e+07 4.314835205078125000e+02
1.933447909773812816e+07 4.297348327636718750e+02
1.948732082973605767e+07 4.354582519531250000e+02
1.964016256173398718e+07 4.403405761718750000e+02
1.979300429373191670e+07 4.394435119628906250e+02
1.994584602572984621e+07 4.466620178222656250e+02
2.009868775772777572e+07 4.518736267089843750e+02
2.025152948972570524e+07 4.511704406738281250e+02
2.040437122172363475e+07 4.573472290039062500e+02
2.055721295372156799e+07 4.617686157226562500e+02
2.071005468571949750e+07 4.629073181152343750e+02
2.086289641771742702e+07 4.684236755371093750e+02
2.101573814971535653e+07 4.724398498535156250e+02
2.116857988171328604e+07 4.723571777343750000e+02
2.132142161371121556e+07 4.754682312011718750e+02
2.147426334570914507e+07 4.792343139648437500e+02
2.162710507770707458e+07 4.808479309082031250e+02
2.177994680970500410e+07 4.842144775390625000e+02
2.193278854170293361e+07 4.875809936523437500e+02
2.208563027370086685e+07 4.873672790527343750e+02
2.223847200569879636e+07 4.869624328613281250e+02
2.239131373769672588e+07 4.895021057128906250e+02
2.254415546969465539e+07 4.906350097656250000e+02
2.269699720169258490e+07 4.931316833496093750e+02
2.284983893369051442e+07 4.971653442382812500e+02
2.300268066568844393e+07 4.999170227050781250e+02
2.315552239768637344e+07 5.003797607421875000e+02
2.330836412968430296e+07 5.038208007812500000e+02
2.346120586168223247e+07 5.046405029296875000e+02
2.361404759368016198e+07 5.034971008300781250e+02
2.376688932567809522e+07 5.081728820800781250e+02
2.391973105767602473e+07 5.111023864746093750e+02
2.407257278967395425e+07 5.107615966796875000e+02
2.422541452167188376e+07 5.154838867187500000e+02
2.437825625366981328e+07 5.166822509765625000e+02
2.453109798566774279e+07 5.135712890625000000e+02
2.468393971766567230e+07 5.180793457031250000e+02
2.483678144966360182e+07 5.191439208984375000e+02
2.498962318166153133e+07 5.181640014648437500e+02
2.514246491365946084e+07 5.213594360351562500e+02
2.529530664565739036e+07 5.218035888671875000e+02
2.544814837765532359e+07 5.184489135742187500e+02
2.560099010965325311e+07 5.231743774414062500e+02
2.575383184165118262e+07 5.250570068359375000e+02
2.590667357364911214e+07 5.233780517578125000e+02
2.605951530564704165e+07 5.266113281250000000e+02
2.621235703764497116e+07 5.264776611328125000e+02
2.636519876964290068e+07 5.233739624023437500e+02
2.651804050164083019e+07 5.257445678710937500e+02
2.667088223363875970e+07 5.276057128906250000e+02
2.682372396563668922e+07 5.261754150390625000e+02
2.697656569763461873e+07 5.299798583984375000e+02
2.712940742963255197e+07 5.318885498046875000e+02
2.728224916163048148e+07 5.311431274414062500e+02
2.743509089362841100e+07 5.334379882812500000e+02
2.758793262562634051e+07 5.340950927734375000e+02
2.774077435762427002e+07 5.313554077148437500e+02
2.789361608962219954e+07 5.323542480468750000e+02
2.804645782162012905e+07 5.337496337890625000e+02
2.819929955361805856e+07 5.307029418945312500e+02
2.835214128561598808e+07 5.327139282226562500e+02
2.850498301761391759e+07 5.343861083984375000e+02
2.865782474961185083e+07 5.329989624023437500e+02
2.881066648160978034e+07 5.359337158203125000e+02
2.896350821360770985e+07 5.368214111328125000e+02
2.911634994560563937e+07 5.337836303710937500e+02
2.926919167760356888e+07 5.347686767578125000e+02
2.942203340960149840e+07 5.361083374023437500e+02
2.957487514159942791e+07 5.347459716796875000e+02
2.972771687359735742e+07 5.359971313476562500e+02
2.988055860559528694e+07 5.378288574218750000e+02
3.003340033759321645e+07 5.342412109375000000e+02
3.018624206959114596e+07 5.332750244140625000e+02
3.033908380158907920e+07 5.336628417968750000e+02
3.049192553358700871e+07 5.307980346679687500e+02
3.064476726558493823e+07 5.315603027343750000e+02
3.079760899758286774e+07 5.341205444335937500e+02
3.095045072958079726e+07 5.323946533203125000e+02
3.110329246157872677e+07 5.325300292968750000e+02
3.125613419357665628e+07 5.354923095703125000e+02
3.140897592557458580e+07 5.334267578125000000e+02
3.156181765757251531e+07 5.326768798828125000e+02
3.171465938957044482e+07 5.345881958007812500e+02
3.186750112156837806e+07 5.321097412109375000e+02
3.202034285356630757e+07 5.306457519531250000e+02
3.217318458556423709e+07 5.321201171875000000e+02
3.232602631756216660e+07 5.298243408203125000e+02
3.247886804956009611e+07 5.287127075195312500e+02
